Fichero;Tiempo;Resultado
GKD-b_1_n25_m2.txt;16.0;0.0
GKD-b_1_n25_m2.txt;24.0;0.0
GKD-b_1_n25_m2.txt;21.0;0.0
GKD-b_1_n25_m2.txt;15.0;0.0
GKD-b_1_n25_m2.txt;15.0;0.0
GKD-b_2_n25_m2.txt;16.0;0.0
GKD-b_2_n25_m2.txt;15.0;0.0
GKD-b_2_n25_m2.txt;15.0;0.0
GKD-b_2_n25_m2.txt;15.0;0.0
GKD-b_2_n25_m2.txt;15.0;0.0
GKD-b_3_n25_m2.txt;16.0;0.0
GKD-b_3_n25_m2.txt;23.0;0.0
GKD-b_3_n25_m2.txt;15.0;0.0
GKD-b_3_n25_m2.txt;15.0;0.0
GKD-b_3_n25_m2.txt;16.0;0.0
GKD-b_4_n25_m2.txt;16.0;0.0
GKD-b_4_n25_m2.txt;18.0;0.0
GKD-b_4_n25_m2.txt;15.0;0.0
GKD-b_4_n25_m2.txt;15.0;0.0
GKD-b_4_n25_m2.txt;15.0;0.0
GKD-b_5_n25_m2.txt;17.0;0.0
GKD-b_5_n25_m2.txt;15.0;0.0
GKD-b_5_n25_m2.txt;15.0;0.0
GKD-b_5_n25_m2.txt;15.0;0.0
GKD-b_5_n25_m2.txt;15.0;0.0
GKD-b_6_n25_m7.txt;19.0;12.718
GKD-b_6_n25_m7.txt;19.0;12.718
GKD-b_6_n25_m7.txt;19.0;12.718
GKD-b_6_n25_m7.txt;19.0;12.718
GKD-b_6_n25_m7.txt;20.0;12.7179
GKD-b_7_n25_m7.txt;19.0;14.0986
GKD-b_7_n25_m7.txt;20.0;14.0986
GKD-b_7_n25_m7.txt;19.0;14.0986
GKD-b_7_n25_m7.txt;18.0;14.0986
GKD-b_7_n25_m7.txt;18.0;14.0986
GKD-b_8_n25_m7.txt;18.0;16.7612
GKD-b_8_n25_m7.txt;18.0;16.7611
GKD-b_8_n25_m7.txt;18.0;16.7612
GKD-b_8_n25_m7.txt;18.0;16.7612
GKD-b_8_n25_m7.txt;18.0;16.7612
GKD-b_9_n25_m7.txt;18.0;17.0692
GKD-b_9_n25_m7.txt;18.0;17.0692
GKD-b_9_n25_m7.txt;18.0;17.0692
GKD-b_9_n25_m7.txt;18.0;17.0692
GKD-b_9_n25_m7.txt;19.0;17.0692
GKD-b_10_n25_m7.txt;19.0;23.2652
GKD-b_10_n25_m7.txt;19.0;26.2379
GKD-b_10_n25_m7.txt;18.0;23.2651
GKD-b_10_n25_m7.txt;19.0;23.2652
GKD-b_10_n25_m7.txt;18.0;23.2651
GKD-b_11_n50_m5.txt;17.0;3.93115
GKD-b_11_n50_m5.txt;17.0;1.92609
GKD-b_11_n50_m5.txt;18.0;4.59607
GKD-b_11_n50_m5.txt;17.0;1.92609
GKD-b_11_n50_m5.txt;17.0;1.92609
GKD-b_12_n50_m5.txt;17.0;3.39093
GKD-b_12_n50_m5.txt;17.0;2.05127
GKD-b_12_n50_m5.txt;18.0;5.12146
GKD-b_12_n50_m5.txt;20.0;4.75409
