Fichero;Tiempo;Resultado
GKD-b_1_n25_m2.txt;35.0;0.0
GKD-b_1_n25_m2.txt;33.0;0.0
GKD-b_1_n25_m2.txt;33.0;0.0
GKD-b_1_n25_m2.txt;37.0;0.0
GKD-b_1_n25_m2.txt;40.0;0.0
GKD-b_2_n25_m2.txt;34.0;0.0
GKD-b_2_n25_m2.txt;33.0;0.0
GKD-b_2_n25_m2.txt;32.0;0.0
GKD-b_2_n25_m2.txt;33.0;0.0
GKD-b_2_n25_m2.txt;33.0;0.0
GKD-b_3_n25_m2.txt;33.0;0.0
GKD-b_3_n25_m2.txt;33.0;0.0
GKD-b_3_n25_m2.txt;33.0;0.0
GKD-b_3_n25_m2.txt;33.0;0.0
GKD-b_3_n25_m2.txt;33.0;0.0
GKD-b_4_n25_m2.txt;33.0;0.0
GKD-b_4_n25_m2.txt;33.0;0.0
GKD-b_4_n25_m2.txt;33.0;0.0
GKD-b_4_n25_m2.txt;32.0;0.0
GKD-b_4_n25_m2.txt;33.0;0.0
GKD-b_5_n25_m2.txt;35.0;0.0
GKD-b_5_n25_m2.txt;33.0;0.0
GKD-b_5_n25_m2.txt;33.0;0.0
GKD-b_5_n25_m2.txt;33.0;0.0
GKD-b_5_n25_m2.txt;33.0;0.0
GKD-b_6_n25_m7.txt;30.0;13.4792
GKD-b_6_n25_m7.txt;32.0;12.718
GKD-b_6_n25_m7.txt;28.0;13.4793
GKD-b_6_n25_m7.txt;31.0;12.7179
GKD-b_6_n25_m7.txt;29.0;13.4792
GKD-b_7_n25_m7.txt;29.0;16.7546
GKD-b_7_n25_m7.txt;32.0;14.0986
GKD-b_7_n25_m7.txt;33.0;14.0986
GKD-b_7_n25_m7.txt;31.0;14.0986
GKD-b_7_n25_m7.txt;32.0;14.0986
GKD-b_8_n25_m7.txt;28.0;16.7612
GKD-b_8_n25_m7.txt;31.0;16.7612
GKD-b_8_n25_m7.txt;30.0;16.7612
GKD-b_8_n25_m7.txt;29.0;16.7612
GKD-b_8_n25_m7.txt;29.0;16.7611
GKD-b_9_n25_m7.txt;28.0;17.0692
GKD-b_9_n25_m7.txt;27.0;17.0692
GKD-b_9_n25_m7.txt;27.0;17.0692
GKD-b_9_n25_m7.txt;27.0;17.0692
GKD-b_9_n25_m7.txt;28.0;17.0692
GKD-b_10_n25_m7.txt;31.0;23.2652
GKD-b_10_n25_m7.txt;31.0;23.2652
GKD-b_10_n25_m7.txt;30.0;26.2379
GKD-b_10_n25_m7.txt;31.0;23.2652
GKD-b_10_n25_m7.txt;31.0;23.2651
GKD-b_11_n50_m5.txt;24.0;3.93115
GKD-b_11_n50_m5.txt;24.0;3.56152
GKD-b_11_n50_m5.txt;23.0;3.91119
GKD-b_11_n50_m5.txt;22.0;1.92609
GKD-b_11_n50_m5.txt;24.0;4.65588
GKD-b_12_n50_m5.txt;25.0;5.12146
GKD-b_12_n50_m5.txt;22.0;3.29413
GKD-b_12_n50_m5.txt;22.0;3.93127
GKD-b_12_n50_m5.txt;23.0;2.91382
GKD-b_12_n50_m5.txt;24.0;4.9314
GKD-b_13_n50_m5.txt;23.0;4.63345
GKD-b_13_n50_m5.txt;23.0;5.03348
GKD-b_13_n50_m5.txt;25.0;3.46384
GKD-b_13_n50_m5.txt;23.0;3.08163
GKD-b_13_n50_m5.txt;23.0;2.3623
GKD-b_14_n50_m5.txt;24.0;3.74124
GKD-b_14_n50_m5.txt;23.0;6.73059
GKD-b_14_n50_m5.txt;24.0;3.74124
GKD-b_14_n50_m5.txt;23.0;4.32266
GKD-b_14_n50_m5.txt;23.0;3.18564
GKD-b_15_n50_m5.txt;23.0;2.94373
GKD-b_15_n50_m5.txt;23.0;3.76306
GKD-b_15_n50_m5.txt;27.0;3.39435
GKD-b_15_n50_m5.txt;23.0;3.89703
GKD-b_15_n50_m5.txt;23.0;2.85315
GKD-b_16_n50_m15.txt;58.0;45.9799
GKD-b_16_n50_m15.txt;55.0;57.536
GKD-b_16_n50_m15.txt;59.0;69.204
GKD-b_16_n50_m15.txt;55.0;54.723
GKD-b_16_n50_m15.txt;59.0;45.9799
GKD-b_17_n50_m15.txt;62.0;54.9542
GKD-b_17_n50_m15.txt;58.0;60.2144
GKD-b_17_n50_m15.txt;58.0;57.5975
GKD-b_17_n50_m15.txt;64.0;56.7695
GKD-b_17_n50_m15.txt;57.0;56.876
GKD-b_18_n50_m15.txt;57.0;48.0938
GKD-b_18_n50_m15.txt;58.0;59.9077
GKD-b_18_n50_m15.txt;58.0;54.5304
GKD-b_18_n50_m15.txt;56.0;58.317
GKD-b_18_n50_m15.txt;54.0;48.0938
GKD-b_19_n50_m15.txt;58.0;56.8737
GKD-b_19_n50_m15.txt;56.0;56.6649
GKD-b_19_n50_m15.txt;58.0;58.381
GKD-b_19_n50_m15.txt;57.0;66.1326
GKD-b_19_n50_m15.txt;56.0;62.7493
GKD-b_20_n50_m15.txt;56.0;60.9226
GKD-b_20_n50_m15.txt;57.0;55.9873
GKD-b_20_n50_m15.txt;56.0;63.5879
GKD-b_20_n50_m15.txt;56.0;60.1512
GKD-b_20_n50_m15.txt;56.0;59.9952
GKD-b_21_n100_m10.txt;57.0;27.9976
GKD-b_21_n100_m10.txt;59.0;25.0257
GKD-b_21_n100_m10.txt;58.0;20.431
GKD-b_21_n100_m10.txt;57.0;21.4182
GKD-b_21_n100_m10.txt;56.0;22.2509
GKD-b_22_n100_m10.txt;58.0;25.8287
GKD-b_22_n100_m10.txt;58.0;28.7679
GKD-b_22_n100_m10.txt;57.0;27.7974
GKD-b_22_n100_m10.txt;56.0;27.89
GKD-b_22_n100_m10.txt;58.0;27.9767
GKD-b_23_n100_m10.txt;59.0;26.827
GKD-b_23_n100_m10.txt;58.0;24.256
GKD-b_23_n100_m10.txt;59.0;21.8785
GKD-b_23_n100_m10.txt;56.0;27.2735
GKD-b_23_n100_m10.txt;56.0;14.4558
GKD-b_24_n100_m10.txt;56.0;28.6438
GKD-b_24_n100_m10.txt;60.0;20.0383
GKD-b_24_n100_m10.txt;57.0;23.9786
GKD-b_24_n100_m10.txt;56.0;20.5775
GKD-b_24_n100_m10.txt;55.0;23.1807
GKD-b_25_n100_m10.txt;57.0;21.0125
GKD-b_25_n100_m10.txt;58.0;24.3912
GKD-b_25_n100_m10.txt;57.0;22.5231
GKD-b_25_n100_m10.txt;57.0;24.8275
GKD-b_25_n100_m10.txt;59.0;25.0298
GKD-b_26_n100_m30.txt;198.0;201.077
GKD-b_26_n100_m30.txt;192.0;253.573
GKD-b_26_n100_m30.txt;198.0;265.141
GKD-b_26_n100_m30.txt;194.0;246.669
GKD-b_26_n100_m30.txt;193.0;262.526
GKD-b_27_n100_m30.txt;196.0;233.074
GKD-b_27_n100_m30.txt;194.0;218.452
GKD-b_27_n100_m30.txt;179.0;274.598
GKD-b_27_n100_m30.txt;184.0;251.729
GKD-b_27_n100_m30.txt;184.0;251.035
GKD-b_28_n100_m30.txt;198.0;204.682
GKD-b_28_n100_m30.txt;200.0;230.273
GKD-b_28_n100_m30.txt;197.0;148.21
GKD-b_28_n100_m30.txt;212.0;158.875
GKD-b_28_n100_m30.txt;198.0;181.713
GKD-b_29_n100_m30.txt;191.0;214.242
GKD-b_29_n100_m30.txt;190.0;203.843
GKD-b_29_n100_m30.txt;193.0;201.106
GKD-b_29_n100_m30.txt;189.0;198.031
GKD-b_29_n100_m30.txt;192.0;223.442
GKD-b_30_n100_m30.txt;191.0;231.859
